,close_price,starting_price,high_price,low_price,trading_volume
20200121093300,449,447,449,447,2
20200121093100,449,448,449,448,3596
20200121092900,449,449,449,449,10
20200121092800,448,448,448,448,888
20200121092700,449,449,449,449,422
20200121092600,448,448,448,448,100
20200121092400,448,448,448,448,200
20200121092200,448,449,449,448,12
20200121092100,449,449,449,449,1500
20200121091800,449,449,449,449,40
20200121091700,449,448,449,448,6623
20200121091600,448,448,448,448,1121
20200121091500,447,447,447,447,90
20200121091400,447,447,447,447,2700
20200121091300,447,447,447,447,1
20200121091100,447,447,447,447,457
20200121091000,447,447,447,447,164
20200121090900,447,446,447,446,1172
20200121090800,446,446,446,446,1074
20200121090700,446,446,446,446,5
20200121090400,447,447,447,447,5
20200121090300,446,447,447,446,10
20200121090200,445,447,447,445,15
20200121090100,447,445,447,445,77
20200121090000,446,446,446,446,2182
20200120153000,446,446,446,446,40296
20200120151300,444,444,444,444,107
20200120151100,444,444,444,444,5
20200120151000,445,445,445,445,201
20200120150800,445,445,445,445,1199
20200120150200,445,445,445,445,25
20200120150100,444,444,444,444,50
20200120150000,444,444,444,444,1
20200120145100,444,445,445,444,505
20200120144800,444,444,444,444,10000
20200120144500,445,445,445,445,1
20200120144300,444,444,444,444,1
20200120142400,444,444,444,444,1800
20200120142000,445,444,445,444,5048
20200120134800,444,444,444,444,2
20200120134400,443,443,443,443,1
20200120134300,443,443,443,443,10
20200120134100,444,444,444,444,1
20200120133700,444,444,444,444,1
20200120131900,443,443,443,443,998
20200120125300,443,443,443,443,70
20200120125100,443,443,443,443,801
20200120124400,444,444,444,444,11
20200120124200,443,443,443,443,1
20200120123700,444,444,444,444,4
20200120123600,444,444,444,444,1
20200120123200,443,443,443,443,302
20200120122900,443,443,443,443,1200
20200120122700,444,444,444,444,50
20200120122300,445,445,445,445,1
20200120120800,443,443,443,443,1
20200120120600,445,445,445,445,1
20200120120400,443,443,443,443,729
20200120120100,443,443,443,443,1000
20200120115500,446,446,446,446,1
20200120115100,445,445,445,445,437
20200120114900,445,445,445,445,1300
20200120114700,445,445,445,445,500
20200120113000,445,445,445,445,1
20200120112500,443,443,443,443,149
20200120111700,445,445,445,445,1000
20200120111600,445,445,445,445,1
20200120111000,444,444,444,444,250
20200120110500,445,445,445,445,17
20200120105300,446,446,446,446,5
20200120105200,446,446,446,446,1
20200120104700,446,445,446,445,220
20200120104100,445,445,445,445,20
20200120103800,445,445,445,445,1
20200120103500,444,444,444,444,215
20200120103200,444,444,444,444,27
20200120102900,442,442,442,442,4796
20200120102600,442,442,442,442,2700
20200120102300,440,440,440,440,879
20200120102200,440,440,440,440,111
20200120101800,440,438,440,438,4008
20200120101700,438,439,439,438,6800
20200120101600,439,439,439,439,36
20200120101500,439,439,439,439,386
20200120100700,439,440,440,439,2052
20200120100600,439,441,441,439,3003
20200120100500,439,441,441,439,2001
20200120100400,440,440,441,440,7611
20200120100300,441,442,442,441,162
20200120100200,441,441,441,441,1000
20200120100100,441,441,441,441,5000
20200120100000,442,442,442,442,1517
20200120095900,443,443,443,443,85
20200120095500,444,444,444,444,10
20200120095400,442,442,442,442,3000
20200120095200,442,444,444,442,4317
20200120095100,444,444,444,444,90
20200120094900,444,444,444,444,200
20200120094800,443,444,444,443,6415
20200120094600,444,444,444,444,1000
20200120094400,444,444,444,444,2500
20200120094300,446,446,446,446,53
20200120093700,446,446,446,446,10
20200120093300,444,444,444,444,158
20200120093000,446,446,446,446,158
20200120092700,446,446,446,446,100
20200120092500,446,446,446,446,1
20200120092400,446,446,446,446,729
20200120092200,446,446,446,446,10000
20200120092000,445,445,445,445,10
20200120091800,446,446,446,446,200
20200120091700,446,446,446,446,1
20200120091500,446,445,446,445,1070
20200120091400,445,445,445,445,1000
20200120091200,445,445,445,445,3483
20200120091100,445,445,445,445,2217
20200120090600,446,446,446,446,1488
20200120090500,445,445,445,445,50
20200120090400,445,445,445,445,1
20200120090200,445,445,445,445,582
20200120090000,443,445,445,443,351
20200117153000,445,445,445,445,419
20200117151900,443,443,443,443,1
20200117151800,445,445,445,445,1019
20200117151700,445,445,445,445,224
20200117151600,445,445,445,445,2500
20200117151400,444,444,444,444,9
20200117151200,445,444,445,444,2400
20200117151000,443,443,443,443,114
20200117150600,445,444,445,444,36
20200117150500,443,443,443,443,19
20200117150100,444,444,444,444,7
20200117150000,444,444,444,444,107
20200117145900,444,444,444,444,443
20200117145500,444,444,444,444,888
20200117145200,444,444,444,444,600
20200117145100,444,444,444,444,828
20200117144500,444,444,444,444,342
20200117144000,445,445,445,445,1
20200117143900,444,444,444,444,6354
20200117143700,444,444,444,444,1500
20200117142600,444,444,444,444,1
20200117142100,443,442,443,442,3187
20200117142000,442,442,442,442,356
20200117141500,442,442,442,442,50
20200117141000,443,441,443,441,81
20200117140900,443,443,443,443,101
20200117140800,442,442,442,442,10
20200117140600,442,442,442,442,16
20200117140500,442,442,442,442,1
20200117140000,442,442,442,442,20
20200117135800,443,442,443,441,177
20200117135500,443,443,443,443,1
20200117135300,442,442,442,442,7855
20200117135200,441,441,441,441,1549
20200117135000,441,441,441,441,482
20200117134800,441,441,441,441,8
20200117134400,441,441,441,441,150
20200117134000,442,442,442,442,1
20200117132800,442,441,442,441,80
20200117132500,441,441,441,441,969
20200117132400,441,441,441,441,4
20200117132300,441,441,441,441,100
20200117131800,442,442,442,442,500
20200117130000,442,442,442,442,10
20200117125400,441,441,441,441,4
20200117125100,442,441,442,441,21
20200117124900,442,442,442,442,1
20200117124800,441,441,441,441,1865
20200117124600,441,441,441,441,98
20200117124500,441,441,441,441,810
20200117124400,440,441,441,440,1074
20200117124300,441,441,441,441,1
20200117124200,440,440,440,440,1489
20200117124100,441,441,441,441,149
20200117124000,441,441,441,441,337
20200117123800,441,441,441,441,1
20200117123700,440,440,440,440,12900
20200117123600,440,440,440,440,5640
20200117123100,438,438,438,438,880
20200117122400,439,439,439,439,748
20200117121700,439,439,439,439,1
20200117121500,438,438,438,438,1500
20200117121400,439,439,439,439,455
20200117121000,439,439,439,439,6394
20200117115600,439,439,439,439,500
20200117114500,440,440,440,440,5
20200117113900,439,439,439,439,428
20200117112900,439,439,439,439,49
20200117112700,439,439,439,439,1
20200117112100,441,440,441,440,6
20200117112000,439,440,440,439,5
20200117111700,441,440,441,440,1000
20200117111000,440,440,440,440,187
20200117110900,440,440,440,440,1172
20200117110800,440,440,440,440,390
20200117110500,440,440,440,440,446
20200117110400,440,440,440,440,754
20200117110200,440,440,440,440,38
20200117110100,440,440,440,440,982
20200117110000,440,440,440,440,1019
20200117105300,439,439,439,439,1138
20200117103900,439,439,439,439,1000
20200117103700,440,440,440,440,81
20200117103100,440,440,440,440,100
20200117102500,441,440,441,440,15
20200117102300,441,441,441,441,2
20200117101200,441,441,441,441,1
20200117101100,440,441,441,440,201
20200117100300,440,440,440,440,7913
20200117095100,440,440,440,440,78
20200117095000,440,440,440,440,7500
20200117094700,439,439,439,439,288
20200117094200,440,440,440,440,3
20200117094100,440,440,440,440,10
20200117094000,438,438,438,438,47
20200117093300,440,439,440,439,1800
20200117093200,439,439,439,439,64
20200117093100,438,439,439,438,40
20200117093000,439,439,439,439,440
20200117092500,439,439,439,439,50
20200117092200,438,438,438,438,15
20200117091900,439,439,439,439,433
20200117091000,439,439,439,439,709
20200117090900,439,439,439,439,1186
20200117090800,440,440,440,440,5
20200117090300,440,440,440,440,31
20200117090000,440,440,440,440,2139
20200116153000,439,439,439,439,1000
20200116151900,438,439,439,438,3000
20200116151800,439,439,439,439,600
20200116151600,439,439,439,439,1900
20200116151400,439,440,440,439,3334
20200116151300,440,440,440,440,700
20200116150300,440,440,440,440,500
20200116150100,440,441,441,440,10166
20200116150000,441,441,441,440,200
20200116145500,440,440,440,440,8553
20200116145300,440,440,440,440,1447
20200116145200,440,440,440,440,100
20200116145100,440,440,440,440,721
20200116144800,439,439,439,439,317
20200116144600,440,440,440,440,271
20200116144500,440,440,440,440,21812
20200116143800,440,440,440,440,1296
20200116143600,440,440,440,440,50
20200116143500,440,440,440,440,56
20200116143400,440,440,440,440,944
20200116143300,441,441,441,441,317
20200116143100,441,439,441,439,19568
20200116143000,439,439,439,439,563
20200116142900,439,439,439,439,305
20200116142800,439,439,439,439,7
20200116142700,439,439,439,439,1382
20200116142600,439,439,439,439,561
20200116142100,439,439,439,439,18
20200116142000,439,439,439,439,19
20200116141900,439,439,439,439,70
20200116141800,439,439,439,439,249
20200116141600,439,439,439,439,1300
20200116141500,439,439,439,439,2
20200116141400,438,438,438,438,30
20200116141100,439,439,439,439,50
20200116141000,439,439,439,439,30
20200116140900,439,439,439,439,50
20200116140400,437,437,437,437,5
20200116140200,439,439,439,437,22
20200116140000,437,438,438,437,5000
20200116135000,438,439,439,438,109
20200116134600,439,439,439,439,112
20200116134100,438,438,438,438,929
20200116133800,438,438,438,438,28
20200116133300,439,439,439,439,88
20200116132900,438,438,438,438,541
20200116132100,438,438,438,438,100
20200116131700,438,438,438,438,313
20200116131400,438,438,438,438,2698
20200116131300,438,438,438,438,384
20200116130700,437,437,437,437,1000
20200116130400,438,438,438,438,78
20200116130300,438,438,438,438,137
20200116130000,438,438,438,438,111
20200116125900,438,438,438,438,288
20200116125700,438,438,438,438,100
20200116125600,437,437,437,437,500
20200116125400,438,438,438,438,814
20200116125000,438,438,438,438,900
20200116124400,439,439,439,439,1
20200116124200,438,438,438,438,478
20200116123800,438,438,438,438,537
20200116123600,438,438,438,438,74
20200116123300,437,437,437,437,11818
20200116122900,436,436,436,436,10
20200116122200,436,436,436,436,9
20200116120700,437,437,437,437,14
20200116120400,437,436,437,436,1800
20200116120300,436,436,436,436,111
20200116120100,436,436,436,436,100
20200116115700,436,436,436,436,100
20200116115300,436,436,436,436,1800
20200116115000,436,436,436,436,1214
20200116114900,437,437,437,437,100
20200116114500,437,437,437,437,120
20200116114300,437,437,437,437,1
20200116114200,436,437,437,436,101
20200116113800,436,436,436,436,10000
20200116113700,436,436,436,436,1000
20200116113400,437,437,437,437,2
20200116113100,437,437,437,437,108
20200116111800,437,437,437,437,194
20200116111400,437,437,437,437,620
20200116111200,437,437,437,437,7
20200116111100,437,437,437,437,925
20200116110700,437,437,437,437,111
20200116110500,437,437,437,437,411
20200116104900,439,437,439,437,190
20200116104800,437,437,437,437,2000
20200116103800,439,439,439,439,1
20200116103500,437,437,437,437,54
20200116103300,437,437,437,437,1
20200116102800,436,436,436,436,4
20200116102600,436,436,436,436,1
20200116102500,437,437,437,437,500
20200116102400,437,437,437,437,500
20200116102100,437,437,437,437,3945
20200116102000,437,437,437,437,500
20200116101900,439,439,439,439,159
20200116100600,439,439,439,439,100
20200116100100,439,438,439,438,1000
20200116100000,437,439,439,437,12
20200116095500,437,437,437,437,1
20200116095400,437,439,439,437,160
20200116095100,439,439,439,439,1
20200116094700,437,437,437,437,700
20200116094600,437,439,439,437,8400
20200116094400,439,439,439,439,1
20200116094300,440,440,440,440,100
20200116093900,439,439,439,439,224
20200116093400,440,440,440,440,592
20200116093300,440,440,440,440,85
20200116093200,440,440,440,440,183
20200116093000,441,439,441,439,585
20200116092900,440,440,440,440,899
20200116092800,440,439,440,439,29000
20200116092600,435,435,435,435,1
20200116091600,439,439,439,439,200
20200116091100,440,439,440,439,1202
20200116091000,439,437,439,437,7659
20200116090900,437,437,437,437,888
20200116090700,437,437,437,437,1648
20200116090500,436,436,436,436,667
20200116090300,435,435,435,435,1149
20200116090000,435,435,435,435,536
20200115153000,435,435,435,435,58
20200115151900,435,432,435,432,28
20200115151700,432,432,432,432,2
20200115151600,432,432,432,432,10
20200115151200,435,432,435,432,2
20200115151100,435,432,435,432,18
20200115150900,432,432,432,432,114
20200115150700,432,432,432,432,3
20200115150600,432,432,432,432,7
20200115150500,435,435,435,435,1
20200115150200,432,432,432,432,1
20200115150100,432,432,432,432,7
20200115145700,432,432,432,432,1211
20200115145600,432,432,432,432,3
20200115145100,435,435,435,435,10
20200115145000,432,433,433,432,7000
20200115144900,435,435,435,435,10
20200115144500,433,433,433,433,1000
20200115144400,433,434,436,433,13932
20200115144100,434,434,434,434,6
20200115143900,435,435,435,435,42
20200115143700,435,435,435,435,12
20200115143400,435,435,435,435,48
20200115143300,435,434,435,434,322
20200115143100,434,434,434,434,1789
20200115142600,434,434,434,434,5
20200115142500,434,434,434,434,9
20200115142200,435,434,435,434,502
20200115142100,434,434,434,434,2005
20200115141900,435,435,435,435,1
20200115141700,434,434,434,434,1
20200115141600,434,434,434,434,7
20200115141400,435,435,435,435,10
20200115141200,434,434,434,434,1
20200115141100,434,434,434,434,3
20200115140700,434,434,434,434,1
20200115140600,434,434,434,434,4
20200115140200,434,434,434,434,198
20200115140100,434,434,434,434,201
20200115135700,435,435,435,435,156
20200115135600,435,435,435,435,287
20200115135500,435,435,435,435,65
20200115135100,436,435,436,435,101
20200115135000,435,435,435,435,378
20200115134900,435,435,435,435,1806
20200115134600,435,435,435,435,7
20200115134500,435,435,435,435,1
20200115134000,434,434,434,434,2087
20200115133900,435,435,435,435,1
20200115133700,435,434,435,434,17
20200115133400,435,435,435,435,50
20200115133200,435,435,435,435,50
20200115133100,435,435,435,435,450
20200115133000,435,435,435,435,50
20200115132900,435,435,435,435,50
20200115132800,435,435,435,435,6
20200115132400,435,434,435,434,500
20200115132300,434,434,434,434,10
20200115132200,432,434,434,432,24
20200115132100,434,433,434,433,950
20200115131300,433,433,433,433,1
20200115130100,433,433,433,433,2
20200115125900,432,432,432,432,14
20200115125600,432,432,432,432,13
20200115125100,431,431,431,431,5
20200115124800,434,434,434,434,1
20200115124500,431,431,431,431,5
20200115124100,431,431,431,431,12
20200115124000,434,434,434,434,11
20200115123700,434,434,434,434,1
20200115123600,431,431,431,431,11
20200115123200,434,434,434,434,80
20200115123100,431,431,431,431,19
20200115122600,431,431,431,431,3
20200115122500,431,431,431,431,17
20200115122100,431,434,434,431,5
20200115121900,431,431,431,431,5006
20200115121800,431,431,431,431,5000
20200115121700,431,431,431,431,4801
20200115121600,431,432,432,431,7003
20200115121500,432,431,434,431,5003
20200115121400,431,431,431,431,5000
20200115121100,431,431,431,431,5
20200115120600,431,431,431,431,7
20200115120300,431,431,431,431,4
20200115120000,430,430,430,430,9
20200115115600,431,431,431,431,1702
20200115115400,431,431,431,431,5
20200115115200,431,431,431,431,300
20200115115100,431,431,431,431,1701
20200115115000,431,433,433,431,3000
20200115114900,434,432,434,432,3
20200115114800,434,434,434,434,1
20200115114700,431,431,431,431,1706
20200115114600,431,431,431,431,5001
20200115114500,431,432,432,431,1704
20200115114400,432,433,433,432,3002
20200115114300,433,433,433,433,2009
20200115114200,434,434,434,434,185
20200115114100,433,433,433,433,27
20200115113600,433,433,433,433,13
20200115113100,433,433,433,433,1
20200115113000,433,433,433,433,15
20200115112600,433,433,433,433,2
20200115112500,433,435,435,433,12
20200115112100,433,433,433,433,4
20200115112000,433,434,434,433,1996
20200115111600,435,435,435,435,404
20200115111400,435,435,435,435,7
20200115111200,436,436,436,436,200
20200115110700,436,436,436,436,1
20200115104800,438,438,438,438,68
20200115104700,438,437,438,437,6
20200115104500,436,436,436,436,51
20200115104000,438,436,438,436,50
20200115103800,436,437,438,436,1250
20200115103700,437,437,437,437,30
20200115103600,437,437,437,437,1083
20200115103500,438,438,438,438,100
20200115101300,438,438,438,438,500
20200115101200,437,437,437,437,42
20200115101100,438,438,438,438,20
20200115100500,438,438,438,438,18
20200115094100,439,437,439,437,12673
20200115094000,437,437,437,437,6
20200115093900,437,436,437,436,400
20200115093700,436,436,436,436,7000
20200115093300,436,436,436,436,10
20200115092600,435,435,435,435,888
20200115091700,436,435,436,435,401
20200115091600,435,435,435,435,600
20200115091000,435,434,435,434,533
20200115090900,434,434,434,434,1005
20200115090800,434,434,434,434,6000
20200115090700,434,434,434,434,213
20200115090600,434,434,434,434,529
20200115090000,434,434,434,434,858
20200114153500,434,434,434,434,10
20200114153000,434,434,434,434,100
20200114151800,434,434,434,434,50
20200114151500,436,436,436,436,1
20200114151400,435,436,436,435,3548
20200114151300,435,435,435,435,3924
20200114150900,436,436,436,436,1776
20200114150100,437,436,437,436,110
20200114145300,437,437,437,437,1
20200114145100,435,435,435,435,3000
20200114144200,437,437,437,437,1
20200114143700,435,435,435,435,30000
20200114141600,437,437,437,437,1
20200114141300,434,435,435,434,20
20200114135800,437,437,437,437,1
20200114135600,434,435,435,434,56
20200114135500,437,437,437,437,1
20200114135200,434,437,437,434,346
20200114133000,438,437,438,437,1373
20200114132700,437,437,437,437,1
20200114132600,438,438,438,438,1
20200114132500,432,435,435,432,1100
20200114131800,435,437,437,435,44891
20200114131100,438,438,438,438,1
20200114130900,437,437,437,437,100
20200114130500,437,437,437,437,136
20200114130400,437,437,437,437,3840
20200114125900,435,434,435,434,5506
20200114125800,434,433,434,433,21
20200114125600,434,434,434,434,1
20200114125400,432,432,432,432,363
20200114125200,432,432,432,432,773
20200114125000,432,432,432,432,41
20200114124900,432,433,433,432,632
20200114124800,435,435,435,435,3
20200114124600,435,435,435,435,3
20200114124100,435,435,435,435,2
20200114124000,435,435,435,435,1
20200114123900,433,434,434,433,120
20200114123800,433,434,434,433,38
20200114123300,434,435,435,434,581
20200114123100,435,437,437,435,26
20200114122600,437,437,437,435,28
20200114122400,435,435,435,435,23
20200114122100,437,437,437,437,17
20200114121600,437,437,437,437,3003
20200114115500,437,437,437,437,120
20200114115200,436,436,436,436,363
20200114115100,437,437,437,437,13
20200114114200,437,437,437,437,1
20200114113700,436,436,436,436,814
20200114113600,436,436,436,436,9
20200114113400,435,435,435,435,1
20200114113100,436,436,436,436,13
20200114112600,436,436,436,436,11
20200114112500,436,436,436,436,100
20200114112100,436,437,437,436,16
20200114112000,436,436,436,436,27
20200114111700,437,437,437,437,1
20200114111600,437,437,437,437,12
20200114111200,437,437,437,437,2
20200114111100,437,437,437,437,7
20200114110600,437,437,437,437,17
20200114110400,437,437,437,437,1148
20200114110100,437,437,437,437,16
20200114105600,437,437,437,437,16
20200114105500,437,437,437,437,15
20200114105100,437,437,437,437,14
20200114105000,436,436,436,436,100
20200114104700,437,437,437,437,1
20200114104600,437,437,437,437,8
20200114104100,437,437,437,437,12
20200114103300,437,437,437,437,86
20200114102900,437,437,437,437,40
20200114102700,437,437,437,437,26
20200114102500,437,437,437,437,572
20200114102400,437,437,437,437,1
20200114102100,436,436,436,436,27
20200114100500,438,435,438,435,700
20200114100000,436,432,436,432,181
20200114095900,432,434,434,432,2450
20200114095700,435,435,435,435,1
20200114095000,436,436,436,436,10
20200114094800,433,433,433,432,1442
20200114094200,435,435,435,435,1
20200114094100,432,434,434,432,1511
20200114094000,435,435,435,435,1
20200114093900,434,434,434,434,300
20200114093300,434,434,434,434,162
20200114093200,436,433,436,433,1193
20200114093100,433,433,433,433,302
20200114093000,434,433,434,433,1789
20200114092900,433,434,434,433,1790
20200114092800,435,436,436,435,3989
20200114092200,439,439,439,439,1
20200114092100,438,437,438,437,744
20200114092000,439,439,439,439,2
20200114091900,439,439,439,439,36
20200114091500,440,435,440,435,21
20200114091000,440,440,440,440,1
20200114090900,438,438,438,438,500
20200114090700,440,440,440,440,1
20200114090600,439,439,439,439,4578
20200114090400,439,439,439,439,50
20200114090200,439,436,439,435,2677
20200114090000,435,441,441,435,7208
20200113153000,438,438,438,438,2356
20200113151900,437,435,437,435,11
20200113151700,438,435,438,435,12
20200113151500,438,436,438,435,3022
20200113151300,436,436,436,436,9
20200113151200,436,436,436,436,6
20200113150700,436,436,436,436,2
20200113150600,437,437,438,437,30006
20200113150500,437,438,438,437,501
20200113150300,438,438,438,438,400
20200113145900,439,439,439,438,278
20200113145700,438,438,438,438,1
20200113145600,439,439,439,439,121
20200113145500,439,439,439,439,2000
20200113145400,439,439,439,439,549
20200113145200,439,439,439,439,110
20200113145100,439,439,439,439,93
20200113144800,439,439,439,439,1805
20200113144100,439,439,439,439,3122
20200113143700,437,437,437,437,1
20200113143600,438,438,438,438,896
20200113143000,439,438,439,438,401
20200113142900,438,438,438,438,400
20200113142700,438,435,438,435,6
20200113142300,438,435,438,435,4
20200113142200,438,435,438,435,2
20200113142100,438,435,438,435,6
20200113141600,438,435,438,435,5
20200113141500,438,435,438,435,2
20200113141400,438,435,438,435,53
20200113141100,438,435,438,435,4
20200113140700,435,435,435,435,2
20200113140300,435,435,435,435,978
20200113140200,435,435,435,435,1
20200113140000,439,435,439,435,11
20200113135900,439,439,439,439,10
20200113135800,434,439,439,434,27819
20200113135700,439,435,439,435,9843
20200113135600,435,437,437,435,4
20200113134100,437,437,437,437,3600
20200113133900,437,437,437,437,2288
20200113133200,437,437,437,437,500
20200113133000,437,436,437,436,1000
20200113132800,436,436,436,436,63
20200113132600,436,436,436,436,1
20200113132500,435,435,435,435,300
20200113132400,436,436,436,436,143
20200113132300,436,435,436,435,70
20200113132200,436,436,436,436,11
20200113132100,436,436,436,436,23
20200113131800,435,435,435,435,1
20200113131300,436,437,437,436,846
20200113131200,437,437,437,437,1
20200113131100,437,436,437,436,210
20200113131000,434,434,434,434,63
20200113130900,434,434,434,434,1000
20200113130500,438,437,438,437,2
20200113130400,434,437,437,434,10655
20200113130200,437,437,437,437,10
20200113130000,437,437,437,437,341
20200113125900,437,437,437,437,889
20200113125500,438,437,438,437,12
20200113125100,437,437,437,437,20
20200113125000,437,437,437,437,364
20200113124900,437,437,437,437,1298
20200113124700,438,438,438,438,223
20200113124600,437,437,437,437,197
20200113124500,437,437,437,437,1
20200113124200,437,437,437,437,148
20200113124100,437,437,437,437,852
20200113123600,437,436,437,436,3600
20200113123500,434,434,434,434,1
20200113123000,434,434,434,434,2
20200113122600,437,437,437,437,2
20200113122500,436,436,436,436,888
20200113122100,437,437,437,437,10
20200113122000,435,435,435,435,100
20200113121800,437,436,437,436,260
20200113121700,436,436,436,436,10013
20200113121600,436,436,436,436,100
20200113121500,435,435,435,435,1
20200113121400,435,435,435,435,1000
20200113121100,436,436,436,436,1
20200113120900,435,435,435,435,100
20200113120800,435,435,435,435,567
20200113120300,435,435,435,435,253
20200113120200,436,435,436,435,1249
20200113115900,434,434,434,434,1
20200113115800,435,435,435,434,26
20200113115500,434,435,435,434,11
20200113115400,434,434,434,434,1
20200113115000,435,435,435,435,80
20200113114900,434,435,435,434,2
20200113114500,434,434,434,434,1
20200113114400,434,434,434,434,2
20200113114000,434,434,434,434,4
20200113113700,435,434,435,434,156
20200113113500,432,432,432,432,1
20200113113200,434,434,434,434,10
20200113113000,432,434,434,432,2
20200113112900,432,432,432,432,2003
20200113112700,434,434,434,434,40
20200113112400,432,432,432,432,1
20200113112000,432,432,432,432,1
20200113111900,432,434,434,432,4
20200113111600,432,432,432,432,1
20200113111500,432,432,432,432,1
20200113111200,432,432,432,432,1
20200113110600,432,432,432,432,1999
20200113110100,434,434,434,434,200
20200113105000,434,434,434,434,184
20200113104900,434,434,434,434,716
20200113104700,436,435,436,435,10
20200113104500,435,435,435,435,520
20200113104200,435,435,435,435,2013
20200113104000,434,434,434,434,9
20200113103900,434,434,434,434,2
20200113103500,434,434,434,434,2
20200113103000,434,434,434,434,12
20200113102900,434,434,434,434,54
20200113102800,435,435,435,435,10
20200113102500,434,434,434,434,3
20200113102400,434,434,434,434,4
20200113102300,434,434,434,434,1
20200113101900,434,434,434,434,1
20200113101800,434,434,434,434,100
20200113101700,435,435,435,435,1
20200113101100,434,434,434,434,888
20200113101000,434,434,434,434,992
20200113100800,434,434,434,434,10
20200113100400,432,432,432,432,3557
20200113100300,435,435,435,435,72
20200113100000,432,432,432,432,52
20200113095400,435,435,435,435,1
20200113094900,431,431,431,431,3
20200113094800,431,431,431,431,45
20200113094400,435,435,435,435,10
20200113094200,431,434,434,431,1040
20200113093300,436,436,436,436,273
20200113093200,436,436,436,436,1181
20200113093100,435,435,435,435,300
20200113092900,436,436,436,436,877
20200113092800,436,435,436,435,8564
20200113092700,435,435,435,435,8040
20200113092600,435,434,435,434,125
20200113092500,434,434,434,434,82
20200113092400,434,434,434,434,106
20200113092300,434,434,434,434,4000
20200113092200,434,434,434,434,100
20200113092000,434,433,434,433,900
20200113091900,433,433,433,433,221
20200113091300,431,431,431,431,7400
20200113090900,433,433,433,433,400
20200113090700,431,431,431,431,100
20200113090300,430,431,431,430,36124
20200113090200,433,432,433,432,899
20200113090100,432,431,432,431,585
20200113090000,431,431,431,431,331
20200110153000,431,431,431,431,1362
20200110151800,431,431,431,431,8
20200110151700,431,431,431,431,27
20200110151500,431,431,431,431,287
20200110151400,431,431,431,431,3
20200110151300,432,431,432,431,500
20200110151200,431,431,431,431,171
20200110151000,430,430,430,430,150
20200110150700,431,431,431,431,700
20200110150500,431,431,431,430,471
20200110150400,428,430,431,428,7022
20200110150200,430,430,430,430,10
20200110143400,429,429,429,429,200
20200110143100,429,429,429,429,18
20200110143000,429,429,429,429,82
20200110142700,430,429,430,429,1300
20200110141200,429,429,429,429,93
20200110141100,429,429,429,429,23
20200110140500,429,427,429,427,875
20200110140300,429,429,429,429,10
20200110140200,427,427,427,427,47
20200110135700,427,427,427,427,30000
20200110135500,429,427,429,427,2
20200110135000,429,429,429,429,15
20200110134800,427,427,427,427,14
20200110134700,427,427,427,427,10217
20200110134600,427,427,427,427,29770
20200110134000,430,427,430,427,30499
20200110132700,427,427,427,427,1
20200110132600,426,426,426,426,100
20200110130800,428,426,428,426,2
20200110125900,428,427,428,427,26
20200110125500,428,428,428,428,6
20200110125400,428,428,428,428,2
20200110125100,428,428,428,428,2
20200110124200,428,428,428,428,1
20200110124000,426,428,428,426,105
20200110123900,428,427,428,427,1500
20200110123600,428,428,428,428,2
20200110123500,428,428,428,428,10
20200110123200,428,428,428,428,77
20200110123100,428,428,428,428,3
20200110123000,428,428,428,428,15
20200110122700,426,426,426,426,843
20200110122600,426,426,426,426,16
20200110122500,426,426,426,426,4
20200110121400,425,425,425,425,133
20200110121200,426,426,426,426,1
20200110120600,425,425,425,425,1
20200110120500,425,425,425,425,3009
20200110120400,425,425,425,425,3000
20200110120200,424,425,425,424,724
20200110120100,425,426,426,425,3801
20200110120000,426,426,426,426,7
20200110115600,426,426,426,426,1
20200110115500,426,426,426,426,6
20200110115100,426,426,426,426,3
20200110115000,426,426,426,426,10
20200110114600,426,426,426,426,3
20200110114500,426,426,426,426,33
20200110114400,426,426,426,426,1
20200110113600,425,425,425,425,896
20200110112200,426,426,426,426,100
20200110112100,426,426,426,426,3973
20200110111800,427,427,427,427,19
20200110111600,427,427,427,427,5
20200110111400,427,427,427,427,80
20200110110900,427,427,427,427,83
20200110110800,427,427,427,427,1
20200110110300,427,427,427,427,100
20200110105700,426,426,426,426,22
20200110105200,426,426,426,426,108
20200110105100,427,427,427,427,3
20200110105000,427,427,427,427,13
20200110104600,428,428,428,428,3
20200110104500,428,428,428,428,70
20200110104100,428,428,428,428,4
20200110104000,428,428,428,428,3
20200110103900,428,428,428,428,28
20200110102400,428,428,428,428,22
20200110102100,428,428,428,428,2000
20200110102000,428,425,428,425,4059
20200110101400,428,428,428,428,1
20200110101200,425,428,428,425,4072
20200110094200,429,429,429,429,69
20200110094000,429,429,429,429,10
20200110093600,428,425,428,425,18180
20200110093400,425,425,425,425,10
20200110093100,424,424,424,424,2679
20200110092700,424,424,424,424,1
20200110092600,425,425,425,425,1
20200110092500,424,425,425,424,160
20200110092200,424,424,424,424,50
20200110091800,425,425,425,425,10
20200110091700,424,424,424,424,2594
20200110091600,424,424,424,424,298
20200110091200,424,424,424,424,208
20200110090100,424,423,424,423,3000
20200110090000,423,423,423,423,232
20200109153000,422,422,422,422,200
20200109151900,421,421,421,421,100
20200109151800,421,421,421,421,700
20200109151300,421,421,421,421,100
20200109150300,422,421,422,421,3
20200109145700,421,421,421,421,2
20200109145000,421,421,421,421,80
20200109144800,421,421,421,421,20
